O_LINENO,O_TERMINALNO,O_TIME,O_LONGITUDE,O_LATITUDE,O_UP,sub_time_stamp,stationno
1,901530,2017-10-13 13:05:13,117.215,39.1697,0,120.0,24
1,901530,2017-10-13 13:08:36,117.219,39.1734,0,159.0,26
1,901530,2017-10-13 13:11:46,117.233,39.1729,0,70.0,30
1,901530,2017-10-13 13:13:06,117.234,39.1725,0,80.0,31
1,901530,2017-10-13 14:17:21,117.199,39.1258,0,80.0,2
1,901530,2017-10-13 14:19:31,117.195,39.1226,0,130.0,3
1,901530,2017-10-13 14:22:11,117.192,39.1208,0,160.0,4
1,901530,2017-10-13 14:26:11,117.186,39.1229,0,240.0,5
1,901530,2017-10-13 14:29:48,117.178,39.1253,0,217.0,6
1,901530,2017-10-13 14:32:28,117.18,39.1287,0,160.0,7
1,901530,2017-10-13 14:35:09,117.186,39.1329,0,110.0,9
1,901530,2017-10-13 14:38:36,117.182,39.136,0,171.0,11
1,901530,2017-10-13 14:41:06,117.18,39.1394,0,150.0,12
1,901530,2017-10-13 14:42:13,117.18,39.1425,0,67.0,13
1,901530,2017-10-13 14:46:54,117.189,39.1516,0,228.0,15
1,901530,2017-10-13 14:50:05,117.193,39.1557,0,191.0,16
1,901530,2017-10-13 14:52:15,117.196,39.1591,0,80.0,18
1,901530,2017-10-13 14:54:15,117.2,39.1627,0,120.0,19
1,901530,2017-10-13 14:57:14,117.211,39.1651,0,179.0,20
1,901530,2017-10-13 14:59:35,117.218,39.1653,0,81.0,22
1,901530,2017-10-13 15:01:07,117.22,39.167,0,92.0,23
1,901530,2017-10-13 15:03:37,117.216,39.1699,0,150.0,24
1,901530,2017-10-13 15:06:52,117.224,39.1765,0,90.0,27
1,901530,2017-10-13 15:08:22,117.229,39.1776,0,90.0,28
1,901530,2017-10-13 15:12:32,117.234,39.1723,0,160.0,31
1,901530,2017-10-13 17:02:38,117.199,39.1258,0,80.0,2
1,901530,2017-10-13 17:12:48,117.196,39.1224,0,610.0,3
1,901530,2017-10-13 17:18:29,117.192,39.1205,0,341.0,4
1,901530,2017-10-13 17:21:39,117.185,39.1234,0,190.0,5
1,901530,2017-10-13 17:25:29,117.178,39.1254,0,230.0,6
1,901530,2017-10-13 17:26:48,117.179,39.1288,0,79.0,7
1,901530,2017-10-13 17:30:24,117.187,39.1329,0,166.0,9
1,901530,2017-10-13 17:31:28,117.186,39.1351,0,64.0,10
1,901530,2017-10-13 17:34:58,117.18,39.136,0,210.0,11
1,901530,2017-10-13 17:37:38,117.18,39.1421,0,100.0,13
1,901530,2017-10-13 17:38:48,117.183,39.143,0,70.0,14
1,901530,2017-10-13 17:43:42,117.189,39.1518,0,294.0,15
1,901530,2017-10-13 17:46:52,117.193,39.1555,0,190.0,16
1,901530,2017-10-13 17:48:42,117.197,39.1594,0,62.0,18
1,901530,2017-10-13 17:51:32,117.2,39.1628,0,170.0,19
1,901530,2017-10-13 17:54:59,117.211,39.165,0,207.0,20
1,901530,2017-10-13 17:57:09,117.218,39.1653,0,70.0,22
1,901530,2017-10-13 17:59:09,117.22,39.1669,0,120.0,23
1,901530,2017-10-13 18:02:19,117.216,39.1699,0,190.0,24
1,901530,2017-10-13 18:03:39,117.218,39.173,0,80.0,25
1,901530,2017-10-13 18:06:19,117.225,39.1764,0,100.0,27
1,901530,2017-10-13 18:07:49,117.23,39.1775,0,90.0,28
1,901530,2017-10-13 18:10:09,117.233,39.173,0,80.0,30
1,901530,2017-10-13 18:31:32,117.226,39.1771,0,1283.0,31
1,901530,2017-10-04 06:01:03,117.195,39.1224,0,61.0,3
1,901530,2017-10-04 06:02:26,117.192,39.1208,0,83.0,4
1,901530,2017-10-04 06:04:28,117.186,39.12300000000001,0,122.0,5
1,901530,2017-10-04 06:06:44,117.178,39.1255,0,136.0,6
1,901530,2017-10-04 06:10:21,117.186,39.1325,0,120.0,9
1,901530,2017-10-04 06:13:31,117.18,39.1395,0,100.0,12
1,901530,2017-10-04 06:17:51,117.189,39.1517,0,140.0,15
1,901530,2017-10-04 06:20:10,117.193,39.1557,0,139.0,16
1,901530,2017-10-04 06:22:56,117.2,39.163,0,65.0,19
1,901530,2017-10-04 06:25:08,117.211,39.1651,0,132.0,20
1,901530,2017-10-04 06:28:08,117.22,39.167,0,80.0,23
1,901530,2017-10-04 06:29:37,117.215,39.1699,0,89.0,24
1,901530,2017-10-04 06:33:31,117.231,39.1753,0,61.0,29
1,901530,2017-10-04 06:34:41,117.233,39.1729,0,70.0,30
1,901530,2017-10-04 06:37:41,117.234,39.1725,0,180.0,31
1,901530,2017-10-04 08:11:09,117.195,39.1226,0,100.0,3
1,901530,2017-10-04 08:12:46,117.192,39.1207,0,97.0,4
1,901530,2017-10-04 08:15:05,117.186,39.1229,0,139.0,5
1,901530,2017-10-04 08:17:42,117.178,39.1252,0,157.0,6
1,901530,2017-10-04 08:19:11,117.179,39.1288,0,89.0,7
1,901530,2017-10-04 08:21:37,117.186,39.1327,0,88.0,9
1,901530,2017-10-04 08:25:17,117.181,39.1356,0,160.0,11
1,901530,2017-10-04 08:27:56,117.18,39.1394,0,159.0,12
1,901530,2017-10-04 08:29:06,117.18,39.1422,0,70.0,13
1,901530,2017-10-04 08:30:07,117.183,39.1431,0,61.0,14
1,901530,2017-10-04 08:34:01,117.189,39.1519,0,234.0,15
1,901530,2017-10-04 08:36:11,117.192,39.1554,0,130.0,16
1,901530,2017-10-04 08:38:18,117.197,39.1594,0,70.0,18
1,901530,2017-10-04 08:40:49,117.2,39.1628,0,151.0,19
1,901530,2017-10-04 08:43:20,117.211,39.165,0,151.0,20
1,901530,2017-10-04 08:45:30,117.217,39.1653,0,80.0,22
1,901530,2017-10-04 08:47:10,117.22,39.1671,0,100.0,23
1,901530,2017-10-04 08:49:39,117.216,39.1699,0,149.0,24
1,901530,2017-10-04 08:52:59,117.225,39.1766,0,111.0,27
1,901530,2017-10-04 08:54:09,117.229,39.1773,0,70.0,28
1,901530,2017-10-04 08:57:50,117.233,39.1726,0,140.0,31
1,901530,2017-10-04 10:36:01,0.0,0.0,0,140.0,5
1,901530,2017-10-04 10:40:42,0.0,0.0,0,281.0,6
1,901530,2017-10-04 10:43:12,0.0,0.0,0,150.0,7
1,901530,2017-10-04 10:46:29,0.0,0.0,0,143.0,9
1,901530,2017-10-04 10:49:59,0.0,0.0,0,170.0,11
1,901530,2017-10-04 10:51:59,117.18,39.1394,0,120.0,12
1,901530,2017-10-04 10:53:29,117.18,39.1395,0,90.0,13
1,901530,2017-10-04 10:59:59,117.189,39.1517,0,340.0,15
1,901530,2017-10-04 11:02:39,117.193,39.1559,0,160.0,16
1,901530,2017-10-04 11:04:49,117.197,39.1592,0,90.0,18
1,901530,2017-10-04 11:07:00,117.2,39.1629,0,131.0,19
1,901530,2017-10-04 11:10:39,117.212,39.1651,0,219.0,20
1,901530,2017-10-04 11:14:55,117.22,39.167,0,149.0,23
1,901530,2017-10-04 11:18:15,117.216,39.17,0,200.0,24
1,901530,2017-10-04 11:21:36,117.225,39.1768,0,90.0,27
1,901530,2017-10-04 11:22:46,117.229,39.1776,0,70.0,28
1,901530,2017-10-04 11:26:56,117.234,39.1725,0,141.0,31
1,901530,2017-10-04 13:32:43,117.199,39.1255,0,261.0,2
1,901530,2017-10-04 13:43:04,117.195,39.1225,0,621.0,3
1,901530,2017-10-04 13:45:24,117.192,39.1207,0,140.0,4
1,901530,2017-10-04 13:48:13,117.187,39.12300000000001,0,169.0,5
1,901530,2017-10-04 14:03:49,117.179,39.1413,0,81.0,13
1,901530,2017-10-04 14:05:01,117.183,39.143,0,72.0,14
1,901530,2017-10-04 14:08:30,117.189,39.1519,0,209.0,15
1,901530,2017-10-04 14:10:59,117.193,39.1557,0,149.0,16
1,901530,2017-10-04 14:12:00,117.195,39.1575,0,61.0,17
1,901530,2017-10-04 14:13:20,117.197,39.1591,0,80.0,18
1,901530,2017-10-04 14:16:40,0.0,0.0,0,200.0,19
1,901530,2017-10-04 14:18:53,117.211,39.1641,0,133.0,20
1,901530,2017-10-04 16:34:07,117.199,39.1257,0,640.0,2
1,901530,2017-10-04 16:41:18,117.195,39.1225,0,431.0,3
1,901530,2017-10-04 16:43:18,117.192,39.1207,0,120.0,4
1,901530,2017-10-04 16:46:48,117.187,39.1227,0,210.0,5
1,901530,2017-10-04 16:49:09,117.178,39.1251,0,141.0,6
1,901530,2017-10-04 16:51:35,117.179,39.1288,0,146.0,7
1,901530,2017-10-04 16:55:09,117.187,39.1324,0,172.0,9
1,901530,2017-10-04 16:56:40,117.186,39.1348,0,91.0,10
1,901530,2017-10-04 16:58:25,117.181,39.1359,0,105.0,11
1,901530,2017-10-04 17:01:45,117.18,39.1392,0,200.0,12
1,901530,2017-10-04 17:03:25,117.18,39.142,0,100.0,13
1,901530,2017-10-04 17:04:57,117.182,39.143,0,92.0,14
1,901530,2017-10-04 17:09:26,117.189,39.1515,0,269.0,15
1,901530,2017-10-04 17:12:56,117.192,39.1556,0,210.0,16
1,901530,2017-10-04 17:15:36,117.196,39.1596,0,110.0,18
1,901530,2017-10-04 17:16:56,117.2,39.1629,0,80.0,19
1,901530,2017-10-04 17:20:01,117.211,39.165,0,185.0,20
1,901530,2017-10-04 17:23:19,117.22,39.167,0,100.0,23
1,901530,2017-10-04 17:25:49,117.215,39.1697,0,150.0,24
1,901530,2017-10-04 17:27:40,117.22,39.1745,0,64.0,26
1,901530,2017-10-04 17:29:46,117.23,39.1773,0,71.0,28
1,901530,2017-10-04 17:35:06,117.234,39.1723,0,230.0,31
1,901530,2017-10-19 06:03:37,117.192,39.1205,0,86.0,4
1,901530,2017-10-19 06:05:18,117.186,39.12300000000001,0,101.0,5
1,901530,2017-10-19 06:07:54,117.178,39.1252,0,156.0,6
1,901530,2017-10-19 06:09:44,117.179,39.1289,0,110.0,7
1,901530,2017-10-19 06:12:31,117.186,39.1325,0,131.0,9
1,901530,2017-10-19 06:13:46,117.186,39.1349,0,75.0,10
1,901530,2017-10-19 06:15:21,117.181,39.136,0,95.0,11
1,901530,2017-10-19 06:16:51,117.18,39.1393,0,90.0,12
1,901530,2017-10-19 06:21:20,117.189,39.1516,0,179.0,15
1,901530,2017-10-19 06:23:59,117.192,39.1553,0,159.0,16
1,901530,2017-10-19 06:25:04,117.194,39.1573,0,65.0,17
1,901530,2017-10-19 06:27:30,117.2,39.1628,0,99.0,19
1,901530,2017-10-19 06:29:53,117.211,39.165,0,143.0,20
1,901530,2017-10-19 06:33:05,117.22,39.1671,0,92.0,23
1,901530,2017-10-19 06:34:55,117.216,39.17,0,110.0,24
1,901530,2017-10-19 06:37:36,117.225,39.1766,0,85.0,27
1,901530,2017-10-19 06:41:48,117.234,39.1723,0,91.0,31
1,901530,2017-10-19 08:15:34,117.199,39.1258,0,329.0,2
1,901530,2017-10-19 08:16:47,117.195,39.1226,0,73.0,3
1,901530,2017-10-19 08:18:21,117.192,39.1206,0,94.0,4
1,901530,2017-10-19 08:19:40,117.187,39.1228,0,79.0,5
1,901530,2017-10-19 08:28:35,117.186,39.1327,0,99.0,9
1,901530,2017-10-19 08:30:26,117.185,39.1347,0,111.0,10
1,901530,2017-10-19 08:33:35,117.182,39.1357,0,189.0,11
1,901530,2017-10-19 08:35:55,117.18,39.1393,0,140.0,12
1,901530,2017-10-19 08:37:05,117.18,39.1422,0,70.0,13
1,901530,2017-10-19 08:38:16,117.182,39.1431,0,71.0,14
1,901530,2017-10-19 08:42:33,117.189,39.1516,0,257.0,15
1,901530,2017-10-19 08:46:47,117.193,39.1555,0,254.0,16
1,901530,2017-10-19 08:48:25,117.197,39.1594,0,64.0,18
1,901530,2017-10-19 08:51:47,117.2,39.1628,0,202.0,19
1,901530,2017-10-19 08:53:41,117.211,39.1651,0,114.0,20
1,901530,2017-10-19 08:56:52,117.22,39.1669,0,100.0,23
1,901530,2017-10-19 10:48:13,0.0,0.0,0,270.0,6
1,901530,2017-10-19 10:50:03,0.0,0.0,0,110.0,7
1,901530,2017-10-19 10:53:03,0.0,0.0,0,140.0,9
1,901530,2017-10-19 10:54:13,0.0,0.0,0,70.0,10
1,901530,2017-10-19 10:56:23,0.0,0.0,0,130.0,11
1,901530,2017-10-19 10:58:52,0.0,0.0,0,149.0,12
1,901530,2017-10-19 11:00:02,0.0,0.0,0,70.0,13
1,901530,2017-10-19 11:01:03,0.0,0.0,0,61.0,14
1,901530,2017-10-19 11:05:03,0.0,0.0,0,240.0,15
1,901530,2017-10-19 11:08:13,0.0,0.0,0,190.0,16
1,901530,2017-10-19 11:11:13,0.0,0.0,0,120.0,18
1,901530,2017-10-19 11:13:03,0.0,0.0,0,110.0,19
1,901530,2017-10-19 11:15:42,0.0,0.0,0,159.0,20
1,901530,2017-10-19 11:18:13,0.0,0.0,0,110.0,22
1,901530,2017-10-19 11:22:03,0.0,0.0,0,170.0,24
1,901530,2017-10-19 11:26:33,117.24,39.1783,0,79.0,28
1,901530,2017-10-19 11:28:34,117.244,39.1737,0,71.0,30
1,901530,2017-10-19 11:30:44,0.0,0.0,0,130.0,31
1,901530,2017-10-19 12:54:51,117.199,39.1258,0,90.0,2
1,901530,2017-10-19 12:56:04,117.195,39.1223,0,73.0,3
1,901530,2017-10-19 12:58:04,117.192,39.1207,0,120.0,4
1,901530,2017-10-19 13:01:24,117.187,39.12300000000001,0,200.0,5
1,901530,2017-10-19 13:04:42,117.178,39.1253,0,198.0,6
1,901530,2017-10-19 13:05:54,117.18,39.1286,0,72.0,7
1,901530,2017-10-19 13:08:08,117.187,39.1324,0,85.0,9
1,901530,2017-10-19 13:09:27,117.186,39.1348,0,79.0,10
1,901530,2017-10-19 13:11:07,117.182,39.1359,0,100.0,11
1,901530,2017-10-19 13:13:18,117.18,39.1395,0,131.0,12
1,901530,2017-10-19 13:14:28,117.18,39.1422,0,70.0,13
1,901530,2017-10-19 13:15:48,117.183,39.1431,0,80.0,14
1,901530,2017-10-19 13:18:52,117.189,39.1517,0,184.0,15
1,901530,2017-10-19 13:22:32,117.192,39.1554,0,220.0,16
1,901530,2017-10-19 13:24:32,117.197,39.1592,0,66.0,18
1,901530,2017-10-19 13:27:24,117.2,39.1629,0,172.0,19
1,901530,2017-10-19 13:30:03,117.211,39.1649,0,159.0,20
1,901530,2017-10-19 13:32:54,117.22,39.1669,0,90.0,23
1,901530,2017-10-19 13:34:56,117.215,39.1697,0,122.0,24
1,901530,2017-10-19 13:38:02,117.225,39.1765,0,101.0,27
1,901530,2017-10-19 13:39:23,117.23,39.1774,0,81.0,28
1,901530,2017-10-19 13:45:13,117.234,39.1722,0,260.0,31
1,901530,2017-10-19 15:09:57,117.199,39.1258,0,70.0,2
1,901530,2017-10-19 15:12:03,117.195,39.1226,0,126.0,3
1,901530,2017-10-19 15:15:43,117.192,39.1208,0,220.0,4
1,901530,2017-10-19 15:20:13,117.187,39.1228,0,270.0,5
1,901530,2017-10-19 15:23:56,117.178,39.1252,0,223.0,6
1,901530,2017-10-19 15:26:46,117.179,39.1288,0,170.0,7
1,901530,2017-10-19 15:28:55,117.186,39.1327,0,88.0,9
1,901530,2017-10-19 15:30:07,117.186,39.1347,0,72.0,10
1,901530,2017-10-19 15:32:03,117.181,39.1359,0,116.0,11
1,901530,2017-10-19 15:34:23,117.18,39.1394,0,140.0,12
1,901530,2017-10-19 15:39:23,117.189,39.1519,0,181.0,15
1,901530,2017-10-19 15:42:56,117.192,39.1553,0,213.0,16
1,901530,2017-10-19 15:44:46,117.194,39.1574,0,110.0,17
1,901530,2017-10-19 15:46:06,117.196,39.1594,0,80.0,18
1,901530,2017-10-19 15:48:02,117.2,39.1627,0,116.0,19
1,901530,2017-10-19 15:51:29,117.211,39.165,0,207.0,20
1,901530,2017-10-19 15:55:19,117.22,39.1671,0,128.0,23
1,901530,2017-10-19 15:57:59,117.215,39.1697,0,160.0,24
1,901530,2017-10-19 15:59:56,117.22,39.1741,0,64.0,26
1,901530,2017-10-19 16:02:08,117.225,39.1766,0,132.0,27
1,901530,2017-10-19 16:03:18,117.229,39.1777,0,70.0,28
1,901530,2017-10-19 16:04:28,117.231,39.175,0,70.0,29
1,901530,2017-10-19 16:07:19,117.234,39.1721,0,111.0,31
1,901530,2017-10-19 17:26:27,117.196,39.1224,0,131.0,3
1,901530,2017-10-19 17:29:26,117.194,39.1208,0,179.0,4
1,901530,2017-10-19 17:51:44,0.0,0.0,0,1338.0,5
1,901530,2017-10-19 17:55:55,0.0,0.0,0,251.0,6
1,901530,2017-10-19 17:58:15,0.0,0.0,0,140.0,7
1,901530,2017-10-19 18:00:55,0.0,0.0,0,120.0,9
1,901530,2017-10-19 18:04:45,0.0,0.0,0,180.0,11
1,901530,2017-10-19 18:07:45,0.0,0.0,0,180.0,12
1,901530,2017-10-19 18:09:55,0.0,0.0,0,130.0,13
1,901530,2017-10-19 18:11:25,0.0,0.0,0,90.0,14
1,901530,2017-10-19 18:16:10,117.189,39.1517,0,285.0,15
1,901530,2017-10-19 18:18:30,117.192,39.1554,0,140.0,16
1,901530,2017-10-19 18:19:34,117.195,39.1573,0,64.0,17
1,901530,2017-10-19 18:20:44,117.196,39.159,0,70.0,18
1,901530,2017-10-19 18:24:24,117.2,39.1628,0,220.0,19
1,901530,2017-10-19 18:27:18,117.211,39.1649,0,174.0,20
1,901530,2017-10-10 08:31:17,117.199,39.1259,0,1093.0,2
1,901530,2017-10-10 08:33:15,117.195,39.1225,0,118.0,3
1,901530,2017-10-10 08:34:38,117.192,39.1208,0,83.0,4
1,901530,2017-10-10 08:35:57,117.187,39.12300000000001,0,79.0,5
1,901530,2017-10-10 08:40:43,117.178,39.1253,0,286.0,6
1,901530,2017-10-10 08:42:34,117.179,39.1289,0,111.0,7
1,901530,2017-10-10 08:46:53,117.186,39.1325,0,210.0,9
1,901530,2017-10-10 08:49:16,117.182,39.136,0,90.0,11
1,901530,2017-10-10 08:51:16,117.18,39.1395,0,120.0,12
1,901530,2017-10-10 08:52:26,117.18,39.1424,0,70.0,13
1,901530,2017-10-10 08:53:36,117.182,39.1432,0,70.0,14
1,901530,2017-10-10 08:58:02,117.189,39.1515,0,266.0,15
1,901530,2017-10-10 09:00:02,117.193,39.1557,0,120.0,16
1,901530,2017-10-10 09:03:39,117.2,39.1629,0,110.0,19
1,901530,2017-10-10 09:06:50,117.211,39.165,0,191.0,20
1,901530,2017-10-10 09:09:00,117.218,39.1654,0,80.0,22
1,901530,2017-10-10 09:10:40,117.22,39.1669,0,100.0,23
1,901530,2017-10-10 09:13:10,117.216,39.1699,0,150.0,24
1,901530,2017-10-10 09:14:19,117.218,39.1729,0,69.0,25
1,901530,2017-10-10 09:16:40,117.225,39.1766,0,81.0,27
1,901530,2017-10-10 09:18:00,117.229,39.1777,0,80.0,28
1,901530,2017-10-10 09:23:31,117.233,39.1726,0,211.0,31
1,901530,2017-10-10 13:04:37,0.0,0.0,0,130.0,9
1,901530,2017-10-10 13:34:07,117.221,39.1744,0,100.0,26
1,901530,2017-10-10 13:38:47,117.235,39.1718,0,120.0,30
1,901530,2017-10-10 13:51:08,117.22,39.1654,0,741.0,31
1,901530,2017-10-10 15:20:16,117.22,39.1668,0,97.0,23
1,901530,2017-10-10 15:22:25,117.216,39.1699,0,129.0,24
1,901530,2017-10-10 15:25:58,117.225,39.1768,0,121.0,27
1,901530,2017-10-10 15:27:18,117.229,39.1774,0,80.0,28
1,901530,2017-10-10 15:29:19,117.233,39.1726,0,71.0,30
1,901530,2017-10-10 15:31:08,117.234,39.1723,0,109.0,31
1,901530,2017-10-10 16:44:07,117.199,39.1258,0,90.0,2
1,901530,2017-10-10 16:46:20,117.192,39.1206,0,83.0,4
1,901530,2017-10-10 16:49:40,117.186,39.1229,0,200.0,5
1,901530,2017-10-10 16:52:47,117.178,39.125,0,187.0,6
1,901530,2017-10-10 16:53:59,117.179,39.1287,0,72.0,7
1,901530,2017-10-10 16:57:17,117.186,39.1327,0,150.0,9
1,901530,2017-10-10 16:58:18,117.186,39.1347,0,61.0,10
1,901530,2017-10-10 17:00:38,117.182,39.136,0,140.0,11
1,901530,2017-10-10 17:02:59,117.18,39.1394,0,141.0,12
1,901530,2017-10-10 17:04:19,117.18,39.1424,0,80.0,13
1,901530,2017-10-10 17:05:33,117.183,39.143,0,74.0,14
1,901530,2017-10-10 17:09:21,117.189,39.1519,0,228.0,15
1,901530,2017-10-10 17:11:21,117.192,39.1555,0,120.0,16
1,901530,2017-10-10 17:16:39,117.2,39.1629,0,226.0,19
1,901530,2017-10-10 17:19:06,117.211,39.1649,0,147.0,20
1,901530,2017-10-10 17:22:17,117.22,39.167,0,111.0,23
1,901530,2017-10-10 17:24:57,117.216,39.1699,0,160.0,24
1,901530,2017-10-10 17:25:58,117.218,39.1729,0,61.0,25
1,901530,2017-10-10 17:27:08,117.221,39.1745,0,70.0,26
1,901530,2017-10-10 17:28:09,117.225,39.1768,0,61.0,27
1,901530,2017-10-10 17:50:23,117.215,39.1651,0,1213.0,31
1,901530,2017-10-16 07:55:55,117.199,39.1258,0,80.0,2
1,901530,2017-10-16 07:57:36,117.195,39.1225,0,101.0,3
1,901530,2017-10-16 07:59:36,117.192,39.1206,0,120.0,4
1,901530,2017-10-16 08:01:09,117.187,39.1228,0,93.0,5
1,901530,2017-10-16 08:04:57,117.178,39.1251,0,228.0,6
1,901530,2017-10-16 08:07:39,117.179,39.1288,0,162.0,7
1,901530,2017-10-16 08:10:04,117.186,39.1324,0,85.0,9
1,901530,2017-10-16 08:12:51,117.186,39.1347,0,167.0,10
1,901530,2017-10-16 08:14:15,117.182,39.1359,0,84.0,11
1,901530,2017-10-16 08:16:35,117.18,39.1392,0,140.0,12
1,901530,2017-10-16 08:17:45,117.18,39.142,0,70.0,13
1,901530,2017-10-16 08:18:58,117.182,39.1431,0,73.0,14
1,901530,2017-10-16 08:22:32,117.189,39.1516,0,214.0,15
1,901530,2017-10-16 08:25:52,117.193,39.1557,0,200.0,16
1,901530,2017-10-16 08:28:21,117.197,39.1595,0,100.0,18
1,901530,2017-10-16 08:31:57,117.2,39.1629,0,216.0,19
1,901530,2017-10-16 08:35:13,117.211,39.165,0,196.0,20
1,901530,2017-10-16 08:36:23,117.214,39.165,0,70.0,21
1,901530,2017-10-16 08:38:42,117.22,39.1671,0,92.0,23
